Code,Municipio,Depto,Censo electoral,Participación/Total votos,Abstención,Ganador circunscripción nacional,Votos válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,MIRA,Partido Conservador,Partido de la U,Partido Liberal,Polo Democrático Alternativo,Opción Ciudadana,Voto en blanco (Nacional),Ganador circunscripción indígena,Votos válidos (Indígenas),AICO,ANIC,ASI,Asoc. Autoridades trad. y cabildos indígenas de Colombia,Cabildo Resg. de Calderas,Cabildo San Sebastián de los Lagos,Comunidad de Barrancon,Corp. Indígena Yanacona,Dignidades agropecuarias indígenas,MAIS,Multietnia Colombia,OPIAC,OPIC,Renovación étnica de Colombia,Voto en blanco (Indígenas),Votos válidos (todas las circunscripciones),Votos inválidos,Votos Nulos,Tarjetones No Marcados,%Participación,%Abstención,%Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%MIRA,%Partido Conservador,%Partido de la U,%Partido Liberal,%Polo Democrático Alternativo,%Opción Ciudadana,%Blancos (Nacional),%Válidos (Indígenas),%AICO,%ANIC,%ASI,%Asoc. Autoridades trad. y cabildos indígenas de Colombia,%Cabildo Resg. de Calderas,%Cabildo San Sebastián de los Lagos,%Comunidad de Barrancon,%Corp. Indígena Yanacona,%Dignidades agropecuarias indígenas,%MAIS,%Multietnia Colombia,%OPIAC,%OPIC,%Renovación étnica de Colombia,%Blancos (Indígenas),%Válidos (Todas las circunscripciones),%Votos inválidos,%Votos Nulos,%Tarjetones No Marcados
47555,Plato,Magdalena,36681,21281,15400,Cambio Radical,19178,176,5409,1753,48,3467,4923,2761,313,216,112,Voto en Blanco,79,3,6,8,2,10,,4,1,2,4,7,3,2,5,22,19257,2024,1091,933,58.02,41.98,90.12,0.92,28.2,9.14,0.25,18.08,25.67,14.4,1.63,1.13,0.58,0.37,3.8,7.59,10.13,2.53,12.66,0,5.06,1.27,2.53,5.06,8.86,3.8,2.53,6.33,27.85,90.49,9.51,5.13,4.38
47570,Puebloviejo,Magdalena,19852,12729,7123,Partido de la U,11080,171,1719,169,25,3106,4511,813,71,434,61,ASI,98,8,1,31,1,5,17,2,,3,6,5,2,,4,13,11178,1551,845,706,64.12,35.88,87.05,1.54,15.51,1.53,0.23,28.03,40.71,7.34,0.64,3.92,0.55,0.77,8.16,1.02,31.63,1.02,5.1,17.35,2.04,0,3.06,6.12,5.1,2.04,0,4.08,13.27,87.82,12.18,6.64,5.55
47605,Remolino,Magdalena,7003,4056,2947,Partido de la U,3435,32,687,99,2,722,1329,468,26,57,13,Voto en Blanco,13,1,,1,,3,,,,,2,,,,,6,3448,608,393,215,57.92,42.08,84.69,0.93,20,2.88,0.06,21.02,38.69,13.62,0.76,1.66,0.38,0.32,7.69,0,7.69,0,23.08,0,0,0,0,15.38,0,0,0,0,46.15,85.01,14.99,9.69,5.3
47660,Sabanas de San Angel,Magdalena,9606,5658,3948,Partido de la U,4675,43,335,312,7,675,2867,259,17,139,21,MAIS,55,,5,3,,1,,,,,38,4,2,,1,1,4730,928,490,438,58.9,41.1,82.63,0.92,7.17,6.67,0.15,14.44,61.33,5.54,0.36,2.97,0.45,0.97,0,9.09,5.45,0,1.82,0,0,0,0,69.09,7.27,3.64,0,1.82,1.82,83.6,16.4,8.66,7.74
47675,Salamina,Magdalena,7152,4137,3015,Partido de la U,3563,60,363,93,126,235,1979,351,21,296,39,Empate,9,,1,1,,,,,,,2,,1,1,1,2,3572,565,319,246,57.84,42.16,86.13,1.68,10.19,2.61,3.54,6.6,55.54,9.85,0.59,8.31,1.09,0.22,0,11.11,11.11,0,0,0,0,0,0,22.22,0,11.11,11.11,11.11,22.22,86.34,13.66,7.71,5.95
47692,San Sebastián de Buenavista,Magdalena,14839,8383,6456,Partido de la U,7693,84,791,88,5,619,5584,258,71,157,36,Multietnia Colombia,16,1,,1,3,,,2,,,1,5,,,,3,7709,674,439,235,56.49,43.51,91.77,1.09,10.28,1.14,0.06,8.05,72.59,3.35,0.92,2.04,0.47,0.19,6.25,0,6.25,18.75,0,0,12.5,0,0,6.25,31.25,0,0,0,18.75,91.96,8.04,5.24,2.8
47703,San Zenón,Magdalena,7602,4477,3125,Partido de la U,4476,16,260,11,,833,2784,203,30,339,0,Multietnia Colombia,1,,,,,,,,,,,1,,,,0,4477,0,0,0,58.89,41.11,99.98,0.36,5.81,0.25,0,18.61,62.2,4.54,0.67,7.57,0,0.02,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0
47707,Santa Ana,Magdalena,14371,8148,6223,Partido Conservador,6963,130,1455,327,17,3147,984,449,56,339,59,Voto en Blanco,28,,,2,,,1,1,1,,,7,2,,4,10,6991,1157,584,573,56.7,43.3,85.46,1.87,20.9,4.7,0.24,45.2,14.13,6.45,0.8,4.87,0.85,0.34,0,0,7.14,0,0,3.57,3.57,3.57,0,0,25,7.14,0,14.29,35.71,85.8,14.2,7.17,7.03
47720,Santa Bárbara de Pinto,Magdalena,7600,4585,3015,Partido de la U,3897,26,168,92,1,1340,1344,786,25,101,14,Voto en Blanco,25,,1,6,,2,,1,,1,,2,1,,2,9,3922,663,437,226,60.33,39.67,84.99,0.67,4.31,2.36,0.03,34.39,34.49,20.17,0.64,2.59,0.36,0.55,0,4,24,0,8,0,4,0,4,0,8,4,0,8,36,85.54,14.46,9.53,4.93
47745,Sitionuevo,Magdalena,17493,9443,8050,Cambio Radical,7903,122,2962,162,9,1275,1699,658,48,880,88,ASI,40,,2,13,1,1,,2,,1,1,3,2,,2,12,7943,1500,856,644,53.98,46.02,83.69,1.54,37.48,2.05,0.11,16.13,21.5,8.33,0.61,11.14,1.11,0.42,0,5,32.5,2.5,2.5,0,5,0,2.5,2.5,7.5,5,0,5,30,84.12,15.88,9.06,6.82
47798,Tenerife,Magdalena,9541,6535,3006,Partido de la U,5621,32,564,121,2,666,1657,1618,77,865,19,Voto en Blanco,10,,,1,,1,,1,,,,2,1,,,4,5631,904,534,370,68.49,31.51,86.01,0.57,10.03,2.15,0.04,11.85,29.48,28.78,1.37,15.39,0.34,0.15,0,0,10,0,10,0,10,0,0,0,20,10,0,0,40,86.17,13.83,8.17,5.66
47960,Zapayán,Magdalena,7462,4824,2638,Partido de la U,4359,18,194,109,1,1256,2265,366,16,127,7,Empate,6,,,2,,1,,,,,1,,,,,2,4365,459,273,186,64.65,35.35,90.36,0.41,4.45,2.5,0.02,28.81,51.96,8.4,0.37,2.91,0.16,0.12,0,0,33.33,0,16.67,0,0,0,0,16.67,0,0,0,0,33.33,90.49,9.51,5.66,3.86
47980,Zona Bananera,Magdalena,40792,20359,20433,Partido de la U,16747,437,3081,554,36,3904,5390,1573,189,1383,200,Voto en Blanco,110,2,5,6,4,8,2,3,1,,1,10,5,1,4,58,16857,3502,2144,1358,49.91,50.09,82.26,2.61,18.4,3.31,0.21,23.31,32.18,9.39,1.13,8.26,1.19,0.54,1.82,4.55,5.45,3.64,7.27,1.82,2.73,0.91,0,0.91,9.09,4.55,0.91,3.64,52.73,82.8,17.2,10.53,6.67
50001,Villavicencio,Meta,306291,153556,152735,Partido de la U,128177,2874,3342,35234,4303,4418,52378,8676,5638,2204,9110,Voto en Blanco,2436,74,57,393,7,32,29,15,11,12,50,44,94,17,48,1553,130613,22943,17748,5195,50.13,49.87,83.47,2.24,2.61,27.49,3.36,3.45,40.86,6.77,4.4,1.72,7.11,1.59,3.04,2.34,16.13,0.29,1.31,1.19,0.62,0.45,0.49,2.05,1.81,3.86,0.7,1.97,63.75,85.06,14.94,11.56,3.38
50006,Acacías,Meta,50681,30742,19939,Partido de la U,24475,387,938,7724,787,1364,9092,1075,732,676,1700,Voto en Blanco,496,5,17,50,5,10,5,1,2,3,8,8,7,9,11,355,24971,5771,4244,1527,60.66,39.34,79.61,1.58,3.83,31.56,3.22,5.57,37.15,4.39,2.99,2.76,6.95,1.61,1.01,3.43,10.08,1.01,2.02,1.01,0.2,0.4,0.6,1.61,1.61,1.41,1.81,2.22,71.57,81.23,18.77,13.81,4.97
50110,Barranca de Upía,Meta,3985,2005,1980,Partido de la U,1490,25,272,350,15,122,488,103,36,20,59,ASI,40,,7,17,,,,,1,,,2,,,,13,1530,475,316,159,50.31,49.69,74.31,1.68,18.26,23.49,1.01,8.19,32.75,6.91,2.42,1.34,3.96,2,0,17.5,42.5,0,0,0,0,2.5,0,0,5,0,0,0,32.5,76.31,23.69,15.76,7.93
50124,Cabuyaro,Meta,4385,2162,2223,Partido de la U,1860,8,47,430,6,60,902,190,28,115,74,Cabildo San Sebastián de los Lagos,38,2,1,7,,,11,,,2,1,3,,,3,8,1898,264,176,88,49.3,50.7,86.03,0.43,2.53,23.12,0.32,3.23,48.49,10.22,1.51,6.18,3.98,1.76,5.26,2.63,18.42,0,0,28.95,0,0,5.26,2.63,7.89,0,0,7.89,21.05,87.79,12.21,8.14,4.07
50150,Castilla la Nueva,Meta,9192,6640,2552,Partido de la U,5430,104,322,1196,202,499,2310,241,103,148,305,Voto en Blanco,72,1,4,2,1,1,,2,,2,3,,3,1,2,50,5502,1138,899,239,72.24,27.76,81.78,1.92,5.93,22.03,3.72,9.19,42.54,4.44,1.9,2.73,5.62,1.08,1.39,5.56,2.78,1.39,1.39,0,2.78,0,2.78,4.17,0,4.17,1.39,2.78,69.44,82.86,17.14,13.54,3.6
50223,Cubarral,Meta,4771,2513,2258,Centro Democrático,2200,9,137,875,49,173,714,57,36,80,70,Voto en Blanco,22,,1,4,,,,,,,1,2,,,,14,2222,291,147,144,52.67,47.33,87.54,0.41,6.23,39.77,2.23,7.86,32.45,2.59,1.64,3.64,3.18,0.88,0,4.55,18.18,0,0,0,0,0,0,4.55,9.09,0,0,0,63.64,88.42,11.58,5.85,5.73
50226,Cumaral,Meta,14359,7311,7048,Partido de la U,6163,93,442,1762,160,285,2222,470,224,132,373,Voto en Blanco,110,5,2,5,,,,1,,1,1,2,3,12,2,76,6273,1038,789,249,50.92,49.08,84.3,1.51,7.17,28.59,2.6,4.62,36.05,7.63,3.63,2.14,6.05,1.5,4.55,1.82,4.55,0,0,0,0.91,0,0.91,0.91,1.82,2.73,10.91,1.82,69.09,85.8,14.2,10.79,3.41
50245,El Calvario,Meta,1647,820,827,Partido de la U,717,25,13,182,1,209,220,32,14,10,11,Voto en Blanco,6,,,1,,1,,,,,,1,,,,3,723,97,44,53,49.79,50.21,87.44,3.49,1.81,25.38,0.14,29.15,30.68,4.46,1.95,1.39,1.53,0.73,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,50,88.17,11.83,5.37,6.46
50251,El Castillo,Meta,5156,2136,3020,Partido de la U,1682,99,75,225,9,60,867,204,48,51,44,ASI,40,,4,15,,,,1,,1,3,1,,,2,13,1722,414,202,212,41.43,58.57,78.75,5.89,4.46,13.38,0.54,3.57,51.55,12.13,2.85,3.03,2.62,1.87,0,10,37.5,0,0,0,2.5,0,2.5,7.5,2.5,0,0,5,32.5,80.62,19.38,9.46,9.93
50270,El Dorado,Meta,2713,1694,1019,Partido de la U,1403,4,19,411,8,173,618,90,26,28,26,Voto en Blanco,11,1,,2,,,,,,,,,1,1,2,4,1414,280,181,99,62.44,37.56,82.82,0.29,1.35,29.29,0.57,12.33,44.05,6.41,1.85,2,1.85,0.65,9.09,0,18.18,0,0,0,0,0,0,0,0,9.09,9.09,18.18,36.36,83.47,16.53,10.68,5.84
50287,Fuente de Oro,Meta,9055,4328,4727,Partido de la U,3510,40,246,702,70,71,1965,175,76,55,110,Voto en Blanco,66,2,1,22,,3,2,,,,1,2,4,,1,28,3576,752,491,261,47.8,52.2,81.1,1.14,7.01,20,1.99,2.02,55.98,4.99,2.17,1.57,3.13,1.52,3.03,1.52,33.33,0,4.55,3.03,0,0,0,1.52,3.03,6.06,0,1.52,42.42,82.62,17.38,11.34,6.03
50313,Granada,Meta,43879,23199,20680,Partido de la U,18918,285,524,4923,514,329,8838,1524,606,394,981,Voto en Blanco,317,4,12,49,2,10,,3,3,3,9,8,15,1,10,188,19235,3964,2395,1569,52.87,47.13,81.55,1.51,2.77,26.02,2.72,1.74,46.72,8.06,3.2,2.08,5.19,1.37,1.26,3.79,15.46,0.63,3.15,0,0.95,0.95,0.95,2.84,2.52,4.73,0.32,3.15,59.31,82.91,17.09,10.32,6.76
50318,Guamal,Meta,9384,5864,3520,Partido de la U,5128,90,119,1486,60,208,2504,198,108,170,185,Voto en Blanco,51,2,2,4,,3,1,,,1,1,2,1,,3,31,5179,685,483,202,62.49,37.51,87.45,1.76,2.32,28.98,1.17,4.06,48.83,3.86,2.11,3.32,3.61,0.87,3.92,3.92,7.84,0,5.88,1.96,0,0,1.96,1.96,3.92,1.96,0,5.88,60.78,88.32,11.68,8.24,3.44
50325,Mapiripán,Meta,5698,1850,3848,Partido de la U,1319,29,11,123,6,66,780,227,7,34,36,ASI,68,2,,37,,,,,1,,2,4,17,,1,4,1387,463,273,190,32.47,67.53,71.3,2.2,0.83,9.33,0.45,5,59.14,17.21,0.53,2.58,2.73,3.68,2.94,0,54.41,0,0,0,0,1.47,0,2.94,5.88,25,0,1.47,5.88,74.97,25.03,14.76,10.27
50330,Mesetas,Meta,7267,2714,4553,Partido de la U,1817,78,58,392,13,190,670,226,48,43,99,ASI,356,1,15,224,1,4,,2,1,1,86,5,1,,,15,2173,541,243,298,37.35,62.65,66.95,4.29,3.19,21.57,0.72,10.46,36.87,12.44,2.64,2.37,5.45,13.12,0.28,4.21,62.92,0.28,1.12,0,0.56,0.28,0.28,24.16,1.4,0.28,0,0,4.21,80.07,19.93,8.95,10.98
50350,La Macarena,Meta,7298,2397,4901,Partido de la U,1883,243,35,197,15,69,777,352,59,12,124,Voto en Blanco,50,1,1,17,,1,,1,,1,4,1,1,,2,20,1933,464,206,258,32.84,67.16,78.56,12.9,1.86,10.46,0.8,3.66,41.26,18.69,3.13,0.64,6.59,2.09,2,2,34,0,2,0,2,0,2,8,2,2,0,4,40,80.64,19.36,8.59,10.76
50370,Uribe,Meta,4258,1258,3000,Partido Liberal,688,108,22,48,5,20,109,213,103,17,43,AICO,140,64,1,34,,3,,1,,,22,2,,1,2,10,828,430,159,271,29.54,70.46,54.69,15.7,3.2,6.98,0.73,2.91,15.84,30.96,14.97,2.47,6.25,11.13,45.71,0.71,24.29,0,2.14,0,0.71,0,0,15.71,1.43,0,0.71,1.43,7.14,65.82,34.18,12.64,21.54
50400,Lejanías,Meta,7482,3309,4173,Partido de la U,2646,42,217,810,79,105,998,156,63,71,105,Voto en Blanco,51,3,1,9,,,,,,,3,5,2,,2,26,2697,612,342,270,44.23,55.77,79.96,1.59,8.2,30.61,2.99,3.97,37.72,5.9,2.38,2.68,3.97,1.54,5.88,1.96,17.65,0,0,0,0,0,0,5.88,9.8,3.92,0,3.92,50.98,81.5,18.5,10.34,8.16
50450,Puerto Concordia,Meta,5615,2146,3469,Partido de la U,1569,35,214,115,12,279,705,103,22,42,42,ASI,42,,4,23,,1,2,,,,2,1,1,,1,7,1611,535,320,215,38.22,61.78,73.11,2.23,13.64,7.33,0.76,17.78,44.93,6.56,1.4,2.68,2.68,1.96,0,9.52,54.76,0,2.38,4.76,0,0,0,4.76,2.38,2.38,0,2.38,16.67,75.07,24.93,14.91,10.02
50568,Puerto Gaitán,Meta,18054,8058,9996,Partido de la U,5834,73,65,1097,77,143,3222,425,177,142,413,MAIS,305,4,12,20,2,7,2,3,1,1,156,2,8,,3,84,6139,1919,1062,857,44.63,55.37,72.4,1.25,1.11,18.8,1.32,2.45,55.23,7.28,3.03,2.43,7.08,3.79,1.31,3.93,6.56,0.66,2.3,0.66,0.98,0.33,0.33,51.15,0.66,2.62,0,0.98,27.54,76.19,23.81,13.18,10.64
50573,Puerto López,Meta,21276,11241,10035,Partido de la U,9162,175,190,2006,179,297,4667,722,238,351,337,Voto en Blanco,184,48,9,13,1,6,,3,1,,6,3,15,2,4,73,9346,1895,1180,715,52.83,47.17,81.51,1.91,2.07,21.89,1.95,3.24,50.94,7.88,2.6,3.83,3.68,1.64,26.09,4.89,7.07,0.54,3.26,0,1.63,0.54,0,3.26,1.63,8.15,1.09,2.17,39.67,83.14,16.86,10.5,6.36
50577,Puerto Lleras,Meta,6088,2552,3536,Partido de la U,2136,56,139,482,12,47,878,345,49,52,76,Voto en Blanco,56,2,1,5,,2,,,1,1,1,,3,2,1,37,2192,360,223,137,41.92,58.08,83.7,2.62,6.51,22.57,0.56,2.2,41.1,16.15,2.29,2.43,3.56,2.19,3.57,1.79,8.93,0,3.57,0,0,1.79,1.79,1.79,0,5.36,3.57,1.79,66.07,85.89,14.11,8.74,5.37
50590,Puerto Rico,Meta,7890,3346,4544,Partido de la U,2484,149,67,508,6,69,1227,219,82,36,121,Voto en Blanco,71,1,1,23,2,1,,3,2,1,2,1,3,,1,30,2555,791,432,359,42.41,57.59,74.24,6,2.7,20.45,0.24,2.78,49.4,8.82,3.3,1.45,4.87,2.12,1.41,1.41,32.39,2.82,1.41,0,4.23,2.82,1.41,2.82,1.41,4.23,0,1.41,42.25,76.36,23.64,12.91,10.73
50606,Restrepo,Meta,14426,7043,7383,Partido de la U,6032,107,1002,1372,76,578,2148,228,136,65,320,Voto en Blanco,80,2,,13,,2,1,,1,,3,2,1,,3,52,6112,931,728,203,48.82,51.18,85.65,1.77,16.61,22.75,1.26,9.58,35.61,3.78,2.25,1.08,5.31,1.14,2.5,0,16.25,0,2.5,1.25,0,1.25,0,3.75,2.5,1.25,0,3.75,65,86.78,13.22,10.34,2.88
50680,San Carlos de Guaroa,Meta,6940,3593,3347,Partido de la U,2897,46,103,654,30,44,1539,228,63,78,112,Voto en Blanco,44,1,3,4,,1,1,1,1,,2,1,,,,29,2941,652,421,231,51.77,48.23,80.63,1.59,3.56,22.58,1.04,1.52,53.12,7.87,2.17,2.69,3.87,1.22,2.27,6.82,9.09,0,2.27,2.27,2.27,2.27,0,4.55,2.27,0,0,0,65.91,81.85,18.15,11.72,6.43
50683,San Juan de Arama,Meta,5644,2725,2919,Partido de la U,2223,11,148,583,73,164,682,387,45,71,59,ASI,50,1,2,26,,1,,1,1,,3,2,,,1,12,2273,452,258,194,48.28,51.72,81.58,0.49,6.66,26.23,3.28,7.38,30.68,17.41,2.02,3.19,2.65,1.83,2,4,52,0,2,0,2,2,0,6,4,0,0,2,24,83.41,16.59,9.47,7.12
50686,San Juanito,Meta,1219,684,535,Centro Democrático,577,14,45,299,3,22,138,14,4,1,37,Voto en Blanco,9,,1,1,,,,,,,,,,,,7,586,98,56,42,56.11,43.89,84.36,2.43,7.8,51.82,0.52,3.81,23.92,2.43,0.69,0.17,6.41,1.32,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,77.78,85.67,14.33,8.19,6.14
50689,San Martín,Meta,16491,9139,7352,Partido de la U,7806,73,721,1508,132,167,4025,412,205,205,358,Voto en Blanco,150,1,5,28,,4,,,1,,2,6,7,2,1,93,7956,1183,814,369,55.42,44.58,85.41,0.94,9.24,19.32,1.69,2.14,51.56,5.28,2.63,2.63,4.59,1.64,0.67,3.33,18.67,0,2.67,0,0,0.67,0,1.33,4,4.67,1.33,0.67,62,87.06,12.94,8.91,4.04
50711,Vistahermosa,Meta,10659,4878,5781,Partido de la U,3664,89,100,1031,83,120,1612,268,103,35,223,Voto en Blanco,84,1,3,24,,4,1,,2,,1,1,2,2,1,42,3748,1130,556,574,45.76,54.24,75.11,2.43,2.73,28.14,2.27,3.28,44,7.31,2.81,0.96,6.09,1.72,1.19,3.57,28.57,0,4.76,1.19,0,2.38,0,1.19,1.19,2.38,2.38,1.19,50,76.83,23.17,11.4,11.77
52001,Pasto,Nariño,266028,135390,130638,Partido Liberal,111482,15145,7937,12245,3336,16888,19657,20503,4815,1391,9565,AICO,4643,1717,78,806,46,50,6,48,15,18,134,40,64,16,51,1554,116125,19265,14369,4896,50.89,49.11,82.34,13.59,7.12,10.98,2.99,15.15,17.63,18.39,4.32,1.25,8.58,3.43,36.98,1.68,17.36,0.99,1.08,0.13,1.03,0.32,0.39,2.89,0.86,1.38,0.34,1.1,33.47,85.77,14.23,10.61,3.62
52019,Albán,Nariño,6137,4337,1800,Centro Democrático,3745,60,210,992,5,839,522,731,44,275,67,Voto en Blanco,34,1,1,8,1,3,,4,,1,,1,1,,,13,3779,558,216,342,70.67,29.33,86.35,1.6,5.61,26.49,0.13,22.4,13.94,19.52,1.17,7.34,1.79,0.78,2.94,2.94,23.53,2.94,8.82,0,11.76,0,2.94,0,2.94,2.94,0,0,38.24,87.13,12.87,4.98,7.89
52022,Aldana,Nariño,5387,3328,2059,Partido Conservador,1776,143,8,121,23,829,101,375,67,13,96,AICO,1196,1079,17,20,4,4,,1,2,9,6,6,7,,3,38,2972,356,169,187,61.78,38.22,53.37,8.05,0.45,6.81,1.3,46.68,5.69,21.11,3.77,0.73,5.41,35.94,90.22,1.42,1.67,0.33,0.33,0,0.08,0.17,0.75,0.5,0.5,0.59,0,0.25,3.18,89.3,10.7,5.08,5.62
52036,Ancuyá,Nariño,7252,4171,3081,Partido Conservador,3519,79,76,101,22,1698,145,1126,68,105,99,ASI,102,10,2,55,1,2,,,,,2,6,1,,1,22,3621,550,236,314,57.52,42.48,84.37,2.24,2.16,2.87,0.63,48.25,4.12,32,1.93,2.98,2.81,2.45,9.8,1.96,53.92,0.98,1.96,0,0,0,0,1.96,5.88,0.98,0,0.98,21.57,86.81,13.19,5.66,7.53
52051,Arboleda,Nariño,5381,3463,1918,Partido Conservador,2970,48,70,346,4,1513,358,485,35,28,83,ASI,36,1,1,19,,1,1,,,,1,,1,2,,9,3006,457,296,161,64.36,35.64,85.76,1.62,2.36,11.65,0.13,50.94,12.05,16.33,1.18,0.94,2.79,1.04,2.78,2.78,52.78,0,2.78,2.78,0,0,0,2.78,0,2.78,5.56,0,25,86.8,13.2,8.55,4.65
52079,Barbacoas,Nariño,20306,7081,13225,Partido Liberal,5546,46,497,155,26,1690,237,2543,163,91,98,MAIS,222,28,4,9,,3,,3,,1,120,2,1,3,7,41,5768,1313,767,546,34.87,65.13,78.32,0.83,8.96,2.79,0.47,30.47,4.27,45.85,2.94,1.64,1.77,3.14,12.61,1.8,4.05,0,1.35,0,1.35,0,0.45,54.05,0.9,0.45,1.35,3.15,18.47,81.46,18.54,10.83,7.71
52083,Belén,Nariño,5040,2967,2073,Partido Liberal,2648,28,145,90,3,846,375,1000,22,38,101,Voto en Blanco,21,2,1,4,,,,,,,2,,,,,12,2669,298,159,139,58.87,41.13,89.25,1.06,5.48,3.4,0.11,31.95,14.16,37.76,0.83,1.44,3.81,0.71,9.52,4.76,19.05,0,0,0,0,0,0,9.52,0,0,0,0,57.14,89.96,10.04,5.36,4.68
52110,Buesaco,Nariño,16072,9902,6170,Partido Conservador,8312,188,278,1195,38,3050,1561,1534,112,175,181,ASI,197,10,,141,,2,,3,,,2,5,4,,5,25,8509,1393,756,637,61.61,38.39,83.94,2.26,3.34,14.38,0.46,36.69,18.78,18.46,1.35,2.11,2.18,1.99,5.08,0,71.57,0,1.02,0,1.52,0,0,1.02,2.54,2.03,0,2.54,12.69,85.93,14.07,7.63,6.43
52203,Colón,Nariño,6420,4004,2416,Partido Liberal,3392,38,449,39,4,376,449,1876,59,56,46,Voto en Blanco,21,1,2,,2,4,,,,,1,,,1,1,9,3413,591,372,219,62.37,37.63,84.72,1.12,13.24,1.15,0.12,11.08,13.24,55.31,1.74,1.65,1.36,0.52,4.76,9.52,0,9.52,19.05,0,0,0,0,4.76,0,0,4.76,4.76,42.86,85.24,14.76,9.29,5.47
52207,Consaca,Nariño,8362,5601,2761,Partido Conservador,5036,48,89,116,12,2387,502,1691,67,45,79,Empate,26,3,1,7,1,,1,2,,,1,2,,,1,7,5062,539,380,159,66.98,33.02,89.91,0.95,1.77,2.3,0.24,47.4,9.97,33.58,1.33,0.89,1.57,0.46,11.54,3.85,26.92,3.85,0,3.85,7.69,0,0,3.85,7.69,0,0,3.85,26.92,90.38,9.62,6.78,2.84
52210,Contadero,Nariño,5356,3285,2071,Partido Conservador,2744,115,35,59,17,918,271,823,397,33,76,AICO,205,138,1,24,1,3,,2,,1,6,1,3,1,4,20,2949,336,229,107,61.33,38.67,83.53,4.19,1.28,2.15,0.62,33.45,9.88,29.99,14.47,1.2,2.77,6.24,67.32,0.49,11.71,0.49,1.46,0,0.98,0,0.49,2.93,0.49,1.46,0.49,1.95,9.76,89.77,10.23,6.97,3.26
52215,Córdoba,Nariño,9554,4762,4792,Partido Conservador,2937,138,42,120,42,1197,325,703,194,29,147,AICO,1191,1066,14,21,7,5,,,1,3,2,10,10,2,4,46,4128,634,398,236,49.84,50.16,61.68,4.7,1.43,4.09,1.43,40.76,11.07,23.94,6.61,0.99,5.01,25.01,89.5,1.18,1.76,0.59,0.42,0,0,0.08,0.25,0.17,0.84,0.84,0.17,0.34,3.86,86.69,13.31,8.36,4.96
52224,Cuaspud,Nariño,6784,3988,2796,Partido Conservador,1969,172,41,66,4,1078,214,229,51,51,63,AICO,1472,1324,18,68,4,2,,1,,5,7,7,8,1,4,23,3441,547,250,297,58.79,41.21,49.37,8.74,2.08,3.35,0.2,54.75,10.87,11.63,2.59,2.59,3.2,36.91,89.95,1.22,4.62,0.27,0.14,0,0.07,0,0.34,0.48,0.48,0.54,0.07,0.27,1.56,86.28,13.72,6.27,7.45
52227,Cumbal,Nariño,22105,11635,10470,Partido Liberal,6443,209,47,313,20,1270,1797,2282,199,82,224,AICO,3572,2889,31,82,44,12,2,3,3,290,41,31,28,2,9,105,10015,1620,1038,582,52.64,47.36,55.38,3.24,0.73,4.86,0.31,19.71,27.89,35.42,3.09,1.27,3.48,30.7,80.88,0.87,2.3,1.23,0.34,0.06,0.08,0.08,8.12,1.15,0.87,0.78,0.06,0.25,2.94,86.08,13.92,8.92,5
52233,Cumbitara,Nariño,5858,2504,3354,Partido Conservador,2074,485,64,3,8,711,40,618,87,20,38,Voto en Blanco,19,,1,,1,,,,1,,,1,2,,2,11,2093,411,232,179,42.74,57.26,82.83,23.38,3.09,0.14,0.39,34.28,1.93,29.8,4.19,0.96,1.83,0.76,0,5.26,0,5.26,0,0,0,5.26,0,0,5.26,10.53,0,10.53,57.89,83.59,16.41,9.27,7.15
52240,Chachagüí,Nariño,8982,6135,2847,Partido Conservador,5139,305,68,162,26,2773,345,1153,78,63,166,ASI,147,3,,107,1,4,,,,1,2,3,3,,4,19,5286,849,526,323,68.3,31.7,83.77,5.94,1.32,3.15,0.51,53.96,6.71,22.44,1.52,1.23,3.23,2.4,2.04,0,72.79,0.68,2.72,0,0,0,0.68,1.36,2.04,2.04,0,2.72,12.93,86.16,13.84,8.57,5.26
52250,El Charco,Nariño,14348,5239,9109,Partido Liberal,4104,997,393,27,,985,192,1272,48,151,39,MAIS,164,2,5,6,,,1,,,,132,3,3,1,5,6,4268,971,388,583,36.51,63.49,78.34,24.29,9.58,0.66,0,24,4.68,30.99,1.17,3.68,0.95,3.13,1.22,3.05,3.66,0,0,0.61,0,0,0,80.49,1.83,1.83,0.61,3.05,3.66,81.47,18.53,7.41,11.13
52254,El Peñol,Nariño,5120,3363,1757,Partido Conservador,2838,62,26,32,6,2010,41,550,56,19,36,Voto en Blanco,11,2,,,,1,,,,,1,,1,,1,5,2849,514,367,147,65.68,34.32,84.39,2.18,0.92,1.13,0.21,70.82,1.44,19.38,1.97,0.67,1.27,0.33,18.18,0,0,0,9.09,0,0,0,0,9.09,0,9.09,0,9.09,45.45,84.72,15.28,10.91,4.37
